1,3,9,13,23,25,34,36,38,40,52
2,3,9,14,23,26,34,36,39,40,52
2,4,9,15,23,27,34,36,39,41,52
1,3,10,15,23,25,34,36,38,41,52
2,3,9,16,24,28,34,37,39,40,53
2,3,10,14,23,26,34,36,39,41,52
2,4,9,15,23,26,34,36,39,42,52
2,4,10,15,23,27,34,36,39,41,52
1,3,10,15,23,25,34,36,38,43,52
2,4,9,14,23,26,34,36,39,42,52
2,3,10,14,23,27,34,36,39,42,52
2,3,10,14,23,26,34,36,39,41,52
2,4,9,14,23,26,34,36,39,44,52
1,3,10,15,23,25,34,36,38,40,52
2,3,11,13,24,28,34,37,39,41,53
2,5,11,16,24,28,34,36,38,40,52
2,6,11,15,24,28,34,37,39,40,53
1,3,9,13,23,25,34,36,38,41,52
1,3,10,15,23,25,34,36,38,41,52
1,3,9,13,23,25,34,36,38,40,52
2,4,9,14,23,26,34,36,39,40,52
1,3,10,13,23,25,34,36,38,41,52
2,4,10,14,23,27,34,36,39,40,52
2,4,10,15,23,26,34,36,39,44,52
2,4,9,15,23,27,34,36,39,42,52
1,6,9,15,23,25,34,36,38,41,52
2,3,10,14,23,26,34,36,39,41,52
2,3,10,15,23,27,34,36,39,44,52
2,6,11,13,24,28,34,36,38,40,52
2,3,9,14,23,26,34,37,38,41,53
2,4,9,14,23,27,34,36,39,42,52
1,3,10,15,23,25,34,36,38,40,52
2,3,10,14,23,27,34,36,39,41,52
2,3,10,13,23,27,34,36,39,43,52
2,4,10,14,23,27,34,36,39,41,52
2,3,11,14,23,27,34,37,38,44,53
2,5,11,16,24,28,34,36,38,40,52
1,3,10,13,23,25,34,36,38,44,52
2,3,11,14,23,26,34,37,38,43,53
2,4,9,14,23,27,34,36,39,40,52
2,4,10,14,23,26,34,36,39,41,52
2,3,10,14,23,27,34,36,39,41,52
2,3,11,13,24,28,34,36,38,42,52
1,3,10,15,23,25,34,36,38,43,52
2,3,9,14,23,26,34,36,39,44,52
2,3,10,15,23,26,34,36,39,41,52
2,3,10,14,23,27,34,36,39,40,52
2,3,9,15,23,27,34,36,39,44,52
2,3,10,14,23,27,34,36,39,41,52
2,6,10,14,23,27,34,36,39,44,52
2,3,10,13,23,26,34,36,39,44,52
2,3,9,15,23,27,34,36,39,40,52
2,4,9,15,23,27,34,36,39,40,52
1,3,10,13,23,25,34,36,38,40,52
1,3,9,15,23,25,34,36,38,40,52
2,4,10,14,23,26,34,36,39,44,52
2,6,11,16,24,28,34,37,39,41,53
2,4,9,15,23,26,34,36,39,44,52
2,3,9,14,23,27,34,36,39,40,52
2,3,10,13,23,26,34,36,39,43,52
2,5,11,16,24,28,34,36,38,40,52
2,4,10,14,23,26,34,36,39,40,52
2,4,9,14,23,27,34,36,39,42,52
2,4,10,14,23,27,34,36,39,42,52
2,4,10,15,23,27,34,36,39,41,52
2,6,9,13,24,28,34,37,39,40,53
2,3,9,15,23,27,34,36,39,41,52
2,6,10,14,23,26,34,36,39,44,52
2,3,10,14,23,26,34,36,39,44,52
2,3,11,16,24,28,34,36,38,43,52
2,6,11,14,23,27,34,37,38,43,53
2,4,10,15,23,27,34,36,39,42,52
2,6,11,14,23,27,34,37,38,44,53
2,3,10,13,23,26,34,36,39,43,52
2,4,9,14,23,26,34,36,39,40,52
2,6,9,14,23,27,34,37,38,43,53
2,3,9,15,23,27,34,37,38,41,53
2,6,10,13,23,27,34,36,39,43,52
1,3,10,13,23,25,34,36,38,44,52
2,6,10,13,23,26,34,36,39,41,52
2,3,9,13,24,28,34,37,39,40,53
1,3,10,15,23,25,34,36,38,44,52
2,6,11,16,24,28,34,36,38,41,52
2,3,11,16,24,28,34,37,39,41,53
2,3,10,14,23,27,34,36,39,44,52
2,3,9,13,24,28,34,37,39,40,53
2,4,9,15,23,26,34,36,39,44,52
2,3,9,15,23,27,34,36,39,41,52
2,6,10,13,23,27,34,36,39,44,52
2,5,11,13,24,28,34,36,38,41,52
2,3,11,13,24,28,34,36,38,41,52
